0.4,36.800000000000004,24.5
6.0,41.6,62.2
1.6,0.0,10.850000000000001
2.4000000000000004,17.6,38.15
3.2,47.2,50.5
7.6000000000000005,66.4,29.7
2.8000000000000003,21.6,25.8
2.0,62.400000000000006,8.25
4.0,66.4,55.7
2.8000000000000003,60.800000000000004,63.5
6.0,36.800000000000004,21.25
3.2,0.8,43.35
4.0,54.400000000000006,53.1
1.6,42.400000000000006,21.900000000000002
6.4,54.400000000000006,9.55
4.4,23.200000000000003,29.05
4.4,7.2,53.75
2.0,49.6,41.4
6.800000000000001,37.6,15.4
4.0,26.400000000000002,50.5
5.6000000000000005,23.200000000000003,16.05
4.800000000000001,23.200000000000003,64.80000000000001
4.0,61.6,56.35
7.6000000000000005,52.800000000000004,10.2
3.6,3.2,46.6
4.800000000000001,36.800000000000004,45.300000000000004
4.4,22.400000000000002,22.55
6.0,16.8,54.4
7.2,51.2,8.9
4.0,20.8,62.85
3.6,52.0,58.300000000000004
7.2,52.0,47.9
3.2,35.2,6.95
3.6,16.0,14.1
1.6,36.800000000000004,31.650000000000002
5.2,56.800000000000004,41.4
2.0,31.200000000000003,58.300000000000004
0.8,24.0,13.450000000000001
6.0,70.4,33.6
1.6,13.600000000000001,11.5
2.4000000000000004,61.6,17.35
8.0,36.0,25.8
0.0,30.400000000000002,32.95
6.4,35.2,46.6
4.800000000000001,43.2,5.65
4.800000000000001,13.600000000000001,5.65
0.8,65.60000000000001,53.75
5.2,24.8,9.55
6.0,64.0,48.550000000000004
0.4,68.0,14.1
7.6000000000000005,53.6,24.5
2.8000000000000003,74.4,43.35
7.6000000000000005,65.60000000000001,36.85
1.6,44.0,66.75
6.800000000000001,30.400000000000002,25.8
3.6,36.0,65.45
1.6,46.400000000000006,40.1
7.6000000000000005,8.0,60.25
4.4,46.400000000000006,53.75
3.6,24.0,23.85
1.6,44.800000000000004,8.25
3.6,45.6,41.4
7.2,0.8,25.8
5.6000000000000005,28.0,38.15
8.0,18.400000000000002,37.5
6.800000000000001,74.4,40.75
1.6,4.800000000000001,23.2
8.0,63.2,65.45
7.6000000000000005,4.0,64.80000000000001
7.2,32.0,23.85
2.8000000000000003,30.400000000000002,46.6
8.0,28.0,60.9
7.2,5.6000000000000005,68.7
4.800000000000001,63.2,59.6
7.2,6.4,42.050000000000004
0.8,15.200000000000001,62.85
3.2,4.0,8.25
1.6,9.600000000000001,18.0
3.2,46.400000000000006,39.45
1.6,78.4,49.2
8.0,24.0,50.5
3.6,64.8,29.05
0.4,46.400000000000006,31.0
6.4,10.4,31.0
5.6000000000000005,69.60000000000001,30.35
0.4,64.0,31.0
5.6000000000000005,20.0,53.1
6.800000000000001,77.60000000000001,12.15
5.6000000000000005,2.4000000000000004,31.650000000000002
2.0,70.4,9.55
4.4,44.800000000000004,34.25
4.4,60.0,10.2
4.4,67.2,34.25
5.6000000000000005,3.2,21.900000000000002
2.4000000000000004,55.2,8.9
6.0,35.2,34.900000000000006
2.0,35.2,28.400000000000002
4.800000000000001,4.0,50.5
0.8,51.2,36.85
3.2,70.4,43.35
0.4,23.200000000000003,23.2
7.6000000000000005,47.2,58.300000000000004
0.0,10.4,14.1
0.4,24.8,13.450000000000001
5.2,52.0,33.6
0.4,24.8,65.45
4.4,39.2,43.35
5.6000000000000005,4.800000000000001,6.95
0.4,78.4,36.85
2.0,70.4,34.900000000000006
7.2,68.8,60.9
1.6,75.2,60.9
6.0,18.400000000000002,45.300000000000004
2.0,0.8,68.7
7.2,14.4,15.4
0.0,3.2,40.75
6.0,79.2,61.550000000000004
1.2000000000000002,36.800000000000004,36.85
5.2,5.6000000000000005,26.45
6.800000000000001,24.8,35.55
5.6000000000000005,48.800000000000004,49.85
0.8,53.6,47.25
0.4,66.4,41.4
4.0,16.0,12.15
6.0,58.400000000000006,58.95
0.8,76.80000000000001,32.95
2.8000000000000003,56.0,19.950000000000003
3.2,8.0,13.450000000000001
6.4,80.0,52.45
0.4,28.8,24.5
4.800000000000001,12.8,40.75
3.2,80.0,44.65
4.0,2.4000000000000004,55.7
0.4,60.0,33.6
0.0,49.6,34.900000000000006
1.2000000000000002,39.2,22.55
3.6,78.4,43.35
6.4,37.6,10.850000000000001
4.4,2.4000000000000004,24.5
6.0,4.800000000000001,10.850000000000001
2.0,76.80000000000001,66.75
6.0,64.8,34.900000000000006
0.8,70.4,27.75
2.0,22.400000000000002,34.25
2.0,76.0,19.950000000000003
2.4000000000000004,20.0,70.0
4.4,45.6,46.6
5.6000000000000005,72.0,52.45
4.800000000000001,10.4,51.15
6.0,36.800000000000004,19.3
4.4,60.0,42.050000000000004
